"PAGNUM","PAGSEC","PAGTIP","PAGIMP","PAGCHENUM","PAGCHEBAN","PAGCHEEST","PAGOBS","","","","","","","",""
"6228","1","Cheque","5000","17449245","PATAGONIA","","","","","","","","","",""
"6228","2","Cheque","5837","17449246","PATAGONIA","","","","","","","","","",""
"6229","1","Efectivo","2070.36","","","","","","","","","","","",""
"6230","1","Efectivo","4782.97","","","","","","","","","","","",""
"6231","1","Cheque","4550","93409416","MACRO","","","","","","","","","",""
"6231","2","Efectivo","6043.31","","","","","","","","","","","",""
"6232","1","Cheque","1140.95","90009515","MACRO","","","","","","","","","",""
"6232","2","Cheque","9800","00026911","NACION","","","","","","","","","",""
"6232","3","Cheque","3000","00046350","NACION","","","","","","","","","",""
"6232","4","Efectivo","84.55","","","","","","","","","","","",""
"6234","1","Efectivo","5200","","","","","","","","","","","",""
"6235","1","Efectivo","4770","","","","","","","","","","","",""
"6236","1","Deposito","4517.15","","CREDICOOP","","","","","","","","","",""
"6237","1","Deposito","14462.94","","CREDICOOP","","","","","","","","","",""
"6238","1","Cheque","15000","04633740","SANTA CRUZ","","","","","","","","","",""
"6238","2","Cheque","15000","04633741","SANTA CRUZ","","","","","","","","","",""
"6238","3","Cheque","16731.17","04633742","SANTA CRUZ","","","","","","","","","",""
"6239","1","Cheque","6535.14","79792036","RIO","","","","","","","","","",""
"6239","2","Otros","95.9","","RETENCION","","�","","","","","","","",""
"6240","1","Efectivo","1795.2","","","","","","","","","","","",""
"6241","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"6242","1","Deposito","3200","","CREDICOOP","","","","","","","","","",""
"6243","1","Efectivo","2378.66","","","","","","","","","","","",""
"6244","1","Efectivo","300","","","","","","","","","","","",""
"6245","1","Efectivo","2000","","","","","","","","","","","",""
"6246","1","Efectivo","5920","","","","","","","","","","","",""
"6247","1","Efectivo","8531.7","","","","","","","","","","","",""
"6248","1","Efectivo","2572.65","","","","","","","","","","","",""
"6249","1","Cheque","8000","23327364","GALICIA","","","","","","","","","",""
"6249","2","Cheque","8000","23327365","GALICIA","","","","","","","","","",""
"6249","3","Cheque","9000","23327366","GALICIA","","","","","","","","","",""
"6249","4","Cheque","9000","23327367","GALICIA","","","","","","","","","",""
"6249","5","Cheque","9000","23327368","GALICIA","","","","","","","","","",""
"6249","6","Cheque","8000","23327369","GALICIA","","","","","","","","","",""
"6250","1","Efectivo","2765","","","","","","","","","","","",""
"6251","1","Efectivo","4705.93","","","","","","","","","","","",""
"6252","1","Efectivo","1956.1","","","","","","","","","","","",""
"6253","1","Efectivo","2300","","","","","","","","","","","",""
"6254","1","Efectivo","30000","","","","","","","","","","","",""
"6255","1","Efectivo","14407.35","","","","","","","","","","","",""
"6256","1","Cheque","8314","18953472","PATAGONIA","","","","","","","","","",""
"6256","2","Cheque","8314","18953473","PATAGONIA","","","","","","","","","",""
"6256","3","Cheque","8314","18953474","PATAGONIA","","","","","","","","","",""
"6256","4","Cheque","8314","18953471","PATAGONIA","","","","","","","","","",""
"6256","5","Cheque","8314","18953475","PATAGONIA","","","","","","","","","",""
"6256","6","Cheque","8314","18953476","PATAGONIA","","","","","","","","","",""
"6256","7","Cheque","8314","18953476","PATAGONIA","","","","","","","","","",""
"6256","8","Cheque","8314","18953479","PATAGONIA","","","","","","","","","",""
"6256","9","Cheque","8314","18953482","PATAGONIA","","","","","","","","","",""
"6256","10","Cheque","8314","18953477","PATAGONIA","","","","","","","","","",""
"6257","1","Efectivo","19500","","","","","","","","","","","",""
"6258","1","Efectivo","10820","","05-04","","","","","","","","","",""
"6258","2","Efectivo","6085","","","","","","","","","","","",""
"6259","1","Efectivo","1569.15","","","","","","","","","","","",""
"6260","1","Cheque","2180","32274160","LA PAMPA","","","","","","","","","",""
"6260","2","Cheque","5000","16224141","GALICIA","","","","","","","","","",""
"6260","3","Cheque","1800","62827700","PROVINCIA","","","","","","","","","",""
"6260","4","Efectivo","2099","","","","","","","","","","","",""
"6261","1","Deposito","12528","","CREDICOOP","","","","","","","","","",""
"6262","1","Cheque","8920.25","18786584","PATAGONIA","","","","","","","","","",""
"6263","1","Cheque","6196.44","00032877","NACION","","","","","","","","","",""
"6263","2","Efectivo","3807.22","","","","","","","","","","","",""
"6264","1","Cheque","27500","32332212","LA PAMPA","","","","","","","","","",""
"6264","2","Cheque","27700","32332213","LA PAMPA","","","","","","","","","",""
"6264","3","Cheque","27800","32332214","LA PAMPA","","","","","","","","","",""
"6264","4","Cheque","27900","32332215","LA PAMPA","","","","","","","","","",""
"6264","5","Cheque","28973.4","32332216","LA PAMPA","","","","","","","","","",""
"6264","6","Otros","317.2","","RETENCION","","","","","","","","","",""
"6265","1","Otros","1271.27","","PAGP A SERGIO","","","","","","","","","",""
"6266","1","Efectivo","863.6","","","","","","","","","","","",""
"6267","1","Efectivo","3317.6","","","","","","","","","","","",""
"6268","1","Efectivo","1354.2","","","","","","","","","","","",""
"6269","1","Efectivo","7265","","","","","","","","","","","",""
"6270","1","Efectivo","2239","","","","","","","","","","","",""
"6271","1","Efectivo","448.8","","","","","","","","","","","",""
"6272","1","Efectivo","4614.74","","","","","","","","","","","",""
"6273","1","Cheque","6181","01823633","NACION","","","","","","","","","",""
"6274","1","Cheque","20000","32139621","LA PAMPA","","","","","","","","","",""
"6274","2","Efectivo","1536","","","","","","","","","","","",""
"6275","1","Cheque","4100","31923767","LA PAMPA","","","","","","","","","",""
"6275","2","Efectivo","456.29","","","","","","","","","","","",""
"6276","1","Cheque","20018.2","00552466","NACION","","","","","","","","","",""
"6277","1","Cheque","7038","32358574","LA PAMPA","","","","","","","","","",""
"6277","2","Efectivo","11327.77","","","","","","","","","","","",""
"6278","1","Cheque","9500","66657895","PROVINCIA","","","","","","","","","",""
"6278","2","Efectivo","14.57","","","","","","","","","","","",""
"6279","1","Cheque","12000","32316098","LA PAMPA","","","","","","","","","",""
"6279","2","Cheque","16813.23","32316099","LA PAMPA","","","","","","","","","",""
"6279","3","Efectivo","750","","","","","","","","","","","",""
"6280","1","Efectivo","1715.17","","","","","","","","","","","",""
"6281","1","Efectivo","3277","","","","","","","","","","","",""
"6282","1","Efectivo","2272.1","","","","","","","","","","","",""
"6283","1","Efectivo","12938.92","","","","","","","","","","","",""
"6284","1","Efectivo","2629.93","","","","","","","","","","","",""
"6285","1","Efectivo","3614.04","","","","","","","","","","","",""
"6286","1","Efectivo","4088","","","","","","","","","","","",""
"6287","1","Efectivo","8134.52","","","","","","","","","","","",""
"6288","1","Deposito","7600","","CREDICOOP","","","","","","","","","",""
"6289","1","Cheque","44000","","CREDICOOP","","","","","","","","","",""
"6290","1","Efectivo","3233.85","","","","","","","","","","","",""
"6291","1","Efectivo","39000","","","","","","","","","","","",""
"6292","1","Cheque","18000","46733733","CREDICOOP","","","","","","","","","",""
"6292","2","Efectivo","53500","","","","","","","","","","","",""
"6294","1","Efectivo","895.9","","","","","","","","","","","",""
"6295","1","Cheque","50000","47213085","CREDICOOP","","","","","","","","","",""
"6295","2","Efectivo","40000","","","","","","","","","","","",""
"6296","1","Deposito","3104","","CREDICOOP","","","","","","","","","",""
"6297","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6298","1","Efectivo","10400","","","","","","","","","","","",""
"6299","1","Efectivo","1120","","","","","","","","","","","",""
"6300","1","Efectivo","6555.1","","","","","","","","","","","",""
"6301","1","Efectivo","1047.2","","","","","","","","","","","",""
"6302","1","Cheque","28309.64","48262820","CREDICOOP","","","","","","","","","",""
"6303","1","Efectivo","6933.24","","","","","","","","","","","",""
"6304","1","Efectivo","7238.25","","","","","","","","","","","",""
"6305","1","Efectivo","2985.9","","","","","","","","","","","",""
"6306","1","Efectivo","1271","","","","","","","","","","","",""
"6307","1","Efectivo","40000","","","","","","","","","","","",""
"6308","1","Deposito","11000","","CREDICOOP","","","","","","","","","",""
"6309","1","Deposito","7960.48","","CREDICOOP","","","","","","","","","",""
"6310","1","Deposito","19800","","CREDICOOP","","","","","","","","","",""
"6311","1","Efectivo","4480.25","","","","","","","","","","","",""
"6312","1","Deposito","1500","","CREDICOOP","","","","","","","","","",""
"6313","1","Cheque","35000","15465244","PATAGONIA","","","","","","","","","",""
"6314","1","Efectivo","840.47","","","","","","","","","","","",""
"6315","1","Deposito","20000","","CREDICOOP","","","","","","","","","",""
"6317","1","Deposito","13000","","CREDICOOP","","","","","","","","","",""
"6318","1","Deposito","9789.38","","CREDICOOP","","","","","","","","","",""
"6319","1","Efectivo","3945.5","","","","","","","","","","","",""
"6320","1","Efectivo","36176","","","","","","","","","","","",""
"6321","1","Efectivo","943","","","","","","","","","","","",""
"6322","1","Efectivo","3546.3","","","","","","","","","","","",""
"6323","1","Efectivo","2000","","","","","","","","","","","",""
"6324","1","Efectivo","5164.22","","","","","","","","","","","",""
"6325","1","Efectivo","2773.32","","","","","","","","","","","",""
"6326","1","Efectivo","4000","","","","","","","","","","","",""
"6327","1","Efectivo","5411.7","","","","","","","","","","","",""
"6328","1","Efectivo","3044.65","","","","","","","","","","","",""
"6329","1","Efectivo","11205.35","","","","","","","","","","","",""
"6330","1","Cheque","2391.6","48420649","CREDICOOP","","","","","","","","","",""
"6330","2","Cheque","2391.6","48420650","CREDICOOP","","","","","","","","","",""
"6331","1","Efectivo","3699.93","","","","","","","","","","","",""
"6332","1","Deposito","1000","","CREDICOOP","","","","","","","","","",""
"6333","1","Cheque","2636","67951830","CREDICOO","","","","","","","","","",""
"6333","2","Cheque","2635","67951831","CREDICOOP","","","","","","","","","",""
"6334","1","Efectivo","12115","","","","","","","","","","","",""
"6335","1","Efectivo","5211.1","","","","","","","","","","","",""
"6336","1","Deposito","19667.66","","CREDICOOP","","","","","","","","","",""
"6337","1","Efectivo","5130","","","","","","","","","","","",""
"6338","1","Deposito","9909.9","","NACION","","","","","","","","","",""
"6339","1","Deposito","5549.12","","NACION","","","","","","","","","",""
"6340","1","Deposito","13333.48","","NACION","","","","","","","","","",""
"6341","1","Efectivo","7571.5","","","","","","","","","","","",""
"6342","1","Cheque","25607.8","","","","","","","","","","","",""
"6343","1","Efectivo","5856.8","","","","","","","","","","","",""
"6344","1","Efectivo","19311.43","","","","","","","","","","","",""
"6345","1","Efectivo","3885.8","","","","","","","","","","","",""
"6346","1","Efectivo","2584.4","","","","","","","","","","","",""
"6347","1","Efectivo","3552","","","","","","","","","","","",""
"6348","1","Cheque","4413.67","00017229","NACION","","","","","","","","","",""
"6349","1","Deposito","10000","","CREDICOOP","","","","","","","","","",""
"6350","1","Efectivo","1550.64","","","","","","","","","","","",""
"6351","1","Efectivo","3945.5","","","","","","","","","","","",""
"6352","1","Cheque","5555","95554333","ICBC","","","","","","","","","",""
"6352","2","Cheque","5555","95554334","ICBC","","","","","","","","","",""
"6352","3","Cheque","5555","95554335","ICBC","","","","","","","","","",""
"6352","4","Cheque","5555","95554336","ICBC","","","","","","","","","",""
"6352","5","Cheque","5555","95554337","ICBC","","","","","","","","","",""
"6352","6","Cheque","5555","95554341","ICBC","","","","","","","","","",""
"6352","7","Cheque","5555","95554339","ICBC","","","","","","","","","",""
"6352","8","Cheque","5555","95554340","ICBC","","","","","","","","","",""
"6352","9","Cheque","5555","95554338","ICBC","","","","","","","","","",""
"6353","1","Deposito","6200","","CREDICOOP","","","","","","","","","",""
"6354","1","Cheque","8600","65403241","PROVINCIA","","","","","","","","","",""
"6354","2","Cheque","8373","65403250","PROVINCIA","","","","","","","","","",""
"6354","3","Cheque","8600","65403240","PROVINCIA","","","","","","","","","",""
"6354","4","Cheque","8600","65403239","PROVINCIA","","","","","","","","","",""
"6354","5","Cheque","8600","65403243","PROVINCIA","","","","","","","","","",""
"6354","6","Cheque","8600","65403242","PROVINCIA","","","","","","","","","",""
"6355","1","Cheque","1295.76","48532348","CREDICOOP","","","","","","","","","",""
"6355","2","Efectivo","1397.04","","","","","","","","","","","",""
"6357","1","Efectivo","1900","","","","","","","","","","","",""
"6358","1","Efectivo","5600","","","","","","","","","","","",""
"6359","1","Efectivo","4612.9","","","","","","","","","","","",""
"6360","1","Cheque","40879.25","16746602","CHUBUT","","","","","","","","","",""
"6361","1","Deposito","5006.81","","CREDICOOP","","","","","","","","","",""
"6362","1","Cheque","29527.66","18096198","PATAGONIA","","","","","","","","","",""
"6363","1","Cheque","2517","18973297","PATAGONIA","","","","","","","","","",""
"6363","2","Cheque","6480","18973351","PATAGONIA","","","","","","","","","",""
"6364","1","Efectivo","3364.34","","","","","","","","","","","",""
"6365","1","Efectivo","4449.6","","","","","","","","","","","",""
"6366","1","Efectivo","3775.75","","","","","","","","","","","",""
"6367","1","Efectivo","2000","","","","","","","","","","","",""
"6368","1","Deposito","2488.6","","","","","","","","","","","",""
"6369","1","Otros","3815.09","","NO PAGO","","","","","","","","","",""
"6370","1","Otros","8552.25","","NO PAGO","","","","","","","","","",""
"6371","1","Efectivo","6354.25","","","","","","","","","","","",""
"6372","1","Efectivo","13022","","","","","","","","","","","",""
"6373","1","Cheque","8807.15","45801466","RIO","","","","","","","","","",""
"6373","2","Cheque","8807.15","45801467","RIO","","","","","","","","","",""
"6373","3","Cheque","8807.15","45801467","RIO","","","","","","","","","",""
"6374","1","Efectivo","6142.26","","","","","","","","","","","",""
