"REMNUM","PRODCOD","REMCAN","REMPRE"," ","","","","","","",""
"10789","658","1","99","","","","","","","",""
"10789","660","1","99","","","","","","","",""
"10789","661","1","99","","","","","","","",""
"10789","662","1","99","","","","","","","",""
"10789","666","2","99","","","","","","","",""
"10789","669","2","99","","","","","","","",""
"10789","675","2","99","","","","","","","",""
"10790","089","1","175","","","","","","","",""
"10790","413","1","175","","","","","","","",""
"10790","414","1","175","","","","","","","",""
"10791","651","1","83.42","","","","","","","",""
"10791","660","1","83.42","","","","","","","",""
"10791","79","1","102.08","","","","","","","",""
"10792","0110","1","136.5","","","","","","","",""
"10792","0114","1","136.5","","","","","","","",""
"10792","029","1","247.93","","","","","","","",""
"10792","05","2","247.93","","","","","","","",""
"10792","083","1","136.5","","","","","","","",""
"10792","089","2","136.5","","","","","","","",""
"10792","2002","6","993.6","","","","","","","",""
"10792","2050","4","1235.8","","","","","","","",""
"10792","408","1","136.5","","","","","","","",""
"10792","E08","10","33.54","","","","","","","",""
"10793","2002","2","993.6","","","","","","","",""
"10793","2050","1","1235.8","","","","","","","",""
"10794","654","6","93.63","","","","","","","",""
"10795","0105","3","175","","","","","","","",""
"10795","0110","3","175","","","","","","","",""
"10795","0111","3","175","","","","","","","",""
"10795","0117","3","175","","","","","","","",""
"10795","080","9","175","","","","","","","",""
"10795","081","6","175","","","","","","","",""
"10795","083","3","175","","","","","","","",""
"10795","086","9","175","","","","","","","",""
"10795","090","3","175","","","","","","","",""
"10795","091","3","175","","","","","","","",""
"10795","092","3","175","","","","","","","",""
"10795","095","6","175","","","","","","","",""
"10795","099","6","175","","","","","","","",""
"10795","14","3","300","","","","","","","",""
"10795","200","1","813.33","","","","","","","",""
"10795","31","3","300","","","","","","","",""
"10795","401","9","175","","","","","","","",""
"10795","402","6","175","","","","","","","",""
"10795","403","9","175","","","","","","","",""
"10795","407","3","175","","","","","","","",""
"10795","409","3","175","","","","","","","",""
"10795","413","6","175","","","","","","","",""
"10795","414","3","175","","","","","","","",""
"10795","419","6","175","","","","","","","",""
"10795","422","6","175","","","","","","","",""
"10795","423","3","175","","","","","","","",""
"10795","424","3","175","","","","","","","",""
"10795","78","3","124","","","","","","","",""
"10796","0103","6","175","","","","","","","",""
"10796","0104","6","175","","","","","","","",""
"10796","0105","6","175","","","","","","","",""
"10796","0110","6","175","","","","","","","",""
"10796","0112","4","175","","","","","","","",""
"10796","0113","6","175","","","","","","","",""
"10796","0114","4","175","","","","","","","",""
"10796","0115","4","175","","","","","","","",""
"10796","0117","4","175","","","","","","","",""
"10796","080","6","175","","","","","","","",""
"10796","081","12","175","","","","","","","",""
"10796","083","12","175","","","","","","","",""
"10796","086","6","175","","","","","","","",""
"10796","090","4","175","","","","","","","",""
"10796","091","6","175","","","","","","","",""
"10796","092","6","175","","","","","","","",""
"10796","095","4","175","","","","","","","",""
"10796","0116","6","175","","","","","","","",""
"10797","0103","6","175","","","","","","","",""
"10797","0104","6","175","","","","","","","",""
"10797","0105","6","175","","","","","","","",""
"10797","0110","6","175","","","","","","","",""
"10797","0112","4","175","","","","","","","",""
"10797","0113","6","175","","","","","","","",""
"10797","0114","4","175","","","","","","","",""
"10797","0115","4","175","","","","","","","",""
"10797","0116","6","175","","","","","","","",""
"10797","0117","4","175","","","","","","","",""
"10797","080","6","175","","","","","","","",""
"10797","081","12","175","","","","","","","",""
"10797","083","12","175","","","","","","","",""
"10797","086","6","175","","","","","","","",""
"10797","090","4","175","","","","","","","",""
"10797","091","6","175","","","","","","","",""
"10797","092","6","175","","","","","","","",""
"10797","095","4","175","","","","","","","",""
"10797","099","12","175","","","","","","","",""
"10797","2100","1","93.3","","","","","","","",""
"10797","2105","1","87.2","","","","","","","",""
"10797","274","2","93.3","","","","","","","",""
"10797","299","1","93.3","","","","","","","",""
"10797","401","4","175","","","","","","","",""
"10797","402","12","175","","","","","","","",""
"10797","403","12","175","","","","","","","",""
"10797","409","4","175","","","","","","","",""
"10797","410","6","175","","","","","","","",""
"10797","412","4","175","","","","","","","",""
"10797","413","6","175","","","","","","","",""
"10797","414","12","175","","","","","","","",""
"10797","419","4","175","","","","","","","",""
"10797","421","6","175","","","","","","","",""
"10797","422","4","175","","","","","","","",""
"10797","423","2","175","","","","","","","",""
"10797","425","4","175","","","","","","","",""
"10797","600","2","125","","","","","","","",""
"10797","601","1","125","","","","","","","",""
"10797","200","1","1445.64","","","","","","","",""
"10798","0104","1","175","","","","","","","",""
"10798","0105","1","175","","","","","","","",""
"10798","0113","1","175","","","","","","","",""
"10798","0114","1","175","","","","","","","",""
"10798","081","1","175","","","","","","","",""
"10798","083","1","175","","","","","","","",""
"10798","091","1","175","","","","","","","",""
"10798","092","1","175","","","","","","","",""
"10798","099","1","175","","","","","","","",""
"10798","103","1","124","","","","","","","",""
"10798","111","1","124","","","","","","","",""
"10798","114","2","124","","","","","","","",""
"10798","118","1","124","","","","","","","",""
"10798","1201","3","154","","","","","","","",""
"10798","1202","1","154","","","","","","","",""
"10798","1207","1","154","","","","","","","",""
"10798","1213","2","154","","","","","","","",""
"10798","1215","1","154","","","","","","","",""
"10798","1251","1","154","","","","","","","",""
"10798","193","1","124","","","","","","","",""
"10798","413","2","175","","","","","","","",""
"10798","72","1","124","","","","","","","",""
"10798","78","3","124","","","","","","","",""
"10799","0111","1","175","","","","","","","",""
"10799","0115","1","175","","","","","","","",""
"10799","081","2","175","","","","","","","",""
"10799","089","1","175","","","","","","","",""
"10799","098","1","175","","","","","","","",""
"10799","2101","1","93.3","","","","","","","",""
"10799","2108","1","93.3","","","","","","","",""
"10799","2110","1","93.3","","","","","","","",""
"10799","2111","1","93.3","","","","","","","",""
"10799","2114","1","93.3","","","","","","","",""
"10799","2117","1","93.3","","","","","","","",""
"10799","2121","1","93.3","","","","","","","",""
"10799","2122","1","93.3","","","","","","","",""
"10799","2192","1","93.3","","","","","","","",""
"10799","2194","1","93.3","","","","","","","",""
"10799","272","1","93.3","","","","","","","",""
"10799","274","1","93.3","","","","","","","",""
"10799","282","1","93.3","","","","","","","",""
"10799","297","1","93.3","","","","","","","",""
"10799","401","1","175","","","","","","","",""
"10799","408","1","175","","","","","","","",""
"10799","413","2","175","","","","","","","",""
"10799","421","1","175","","","","","","","",""
"10799","424","1","175","","","","","","","",""
"10800","2002","2","1104","","","","","","","",""
"10801","664","6","99","","","","","","","",""
"10801","672","12","99","","","","","","","",""
"10802","E06","19","43","","","","","","","",""
"10803","650","1","99","","","","","","","",""
"10803","651","1","99","","","","","","","",""
"10803","654","2","99","","","","","","","",""
"10803","661","1","99","","","","","","","",""
"10803","665","1","99","","","","","","","",""
"10803","666","1","99","","","","","","","",""
"10803","672","1","99","","","","","","","",""
"10803","673","3","99","","","","","","","",""
"10804","79","3","124","","","","","","","",""
"10805","650","4","99","","","","","","","",""
"10805","651","2","99","","","","","","","",""
"10805","652","1","99","","","","","","","",""
"10805","654","1","99","","","","","","","",""
"10805","658","2","99","","","","","","","",""
"10805","659","1","99","","","","","","","",""
"10805","660","1","99","","","","","","","",""
"10805","661","2","99","","","","","","","",""
"10805","664","2","99","","","","","","","",""
"10805","665","1","99","","","","","","","",""
"10805","669","2","99","","","","","","","",""
"10805","671","2","99","","","","","","","",""
"10805","672","2","99","","","","","","","",""
"10805","APARATO","2","382","","","","","","","",""
"10780","200","1","2711.52","","","","","","","",""
"10784","200","1","961","","","","","","","",""
"10806","081","6","154","","","","","","","",""
"10806","083","4","154","","","","","","","",""
"10807","114","1","124","","","","","","","",""
"10807","194","1","124","","","","","","","",""
"10807","72","1","124","","","","","","","",""
"10807","78","1","124","","","","","","","",""
"10807","97","1","124","","","","","","","",""
"10808","114","6","124","","","","","","","",""
"10808","1207","3","154","","","","","","","",""
"10808","1213","3","154","","","","","","","",""
"10808","1255","3","154","","","","","","","",""
"10809","660","8","99","","","","","","","",""
"10809","663","6","99","","","","","","","",""
"10808","43","4","300","","","","","","","",""
"10810","1200","12","120.12","","","","","","","",""
"10810","2002","2","993.6","","","","","","","",""
"10810","2050","1","1235.8","","","","","","","",""
"10810","411","2","136.5","","","","","","","",""
"10810","78","8","96.72","","","","","","","",""
"10811","0103","2","191","","","","","","","",""
"10811","0104","2","191","","","","","","","",""
"10811","0110","2","191","","","","","","","",""
"10811","0113","2","191","","","","","","","",""
"10811","0114","3","191","","","","","","","",""
"10811","081","2","191","","","","","","","",""
"10811","083","3","191","","","","","","","",""
"10811","089","3","191","","","","","","","",""
"10811","090","2","191","","","","","","","",""
"10811","091","2","191","","","","","","","",""
"10811","092","3","191","","","","","","","",""
"10811","200","1","320.88","","","","","","","",""
"10811","401","1","191","","","","","","","",""
"10811","402","3","191","","","","","","","",""
"10811","403","4","191","","","","","","","",""
"10811","404","2","191","","","","","","","",""
"10811","410","2","191","","","","","","","",""
"10811","412","2","191","","","","","","","",""
"10811","413","4","191","","","","","","","",""
"10811","422","3","191","","","","","","","",""
"10812","LL","6","43","","","","","","","",""
"10813","0110","12","191","","","","","","","",""
